苹果园,116.183995,39.932541
古城,116.197072,39.913414
八角游乐园,116.21928,39.913174
八宝山,116.242277,39.913185
玉泉路,116.259452,39.913672
五棵松,116.280221,39.913949
万寿路,116.30155,39.91371
公主坟,116.316656,39.913506
军事博物馆,116.328191,39.913478
木樨地,116.344109,39.913119
南礼士路,116.359236,39.913008
复兴门,116.363189,39.913119
西单,116.380616,39.913423
天安门西,116.398115,39.913838
天安门东,116.407781,39.914143
王府井,116.417788,39.914433
东单,116.424615,39.914544
建国门,116.440892,39.914544
永安里,116.457097,39.914322
国贸,116.46838,39.914129
大望路,116.482394,39.914184
四惠,116.501977,39.914903
四惠东,116.522422,39.915152
