清华东路西口,116.345566,40.006349
六道口,116.359309,40.006718
北沙滩,116.375461,40.00762
奥林匹克公园,116.398063,40.008587
安立路,116.414285,40.008946
大屯路东,116.425299,40.009223
关庄,116.437912,40.00715
望京西,116.457387,40.001845
望京,116.476,40.004304
望京东,116.493301,40.009306
崔各庄,116.49914,40.028535
马泉营,116.509668,40.039942
孙河,116.541109,40.051348
国展,116.561721,40.075932
花梨坎,116.564223,40.090312
后沙峪,116.570793,40.119865
南法信,116.616423,40.134611
石门,116.647499,40.136314
顺义,116.663478,40.136138
俸伯,116.691557,40.138362
